"Time(s)", "Thrust (N)"
0.049546,942.6
0.049579,942.6
0.049612,942.6
0.049645,952.32
0.049679,967.08
0.049713,967.08
0.049746,954
0.049779,954
0.049813,954.36
0.049846,955.68
0.04988,962.04
0.049913,972
0.049946,962.04
0.04998,971.64
0.050013,971.64
0.050047,971.64
0.05008,967.92
0.050113,967.92
0.050147,980.04
0.050181,994.8
0.050213,994.8
0.050247,981.36
0.050281,957.96
0.050314,936.6
0.050348,936.6
0.05038,975.72
0.050414,977.52
0.050448,980.64
0.05048,980.64
0.050515,988.32
0.050548,988.32
0.050581,968.52
0.050615,961.2
0.050648,961.2
0.050681,969.84
0.050715,969.84
0.050748,990.72
0.050782,990.72
0.050816,990.72
0.050848,964.08
0.050882,964.08
0.050916,967.2
0.050949,967.2
0.050983,965.04
0.051015,965.04
0.051049,967.68
0.051083,973.08
0.051116,973.08
0.051149,965.28
0.051183,958.56
0.051216,963.84
0.05125,958.56
0.051283,939.12
0.051316,939.12
0.05135,945.24
0.051383,955.08
0.051419,961.92
0.05145,961.92
0.051483,961.92
0.051517,977.52
0.051551,982.44
0.051584,982.44
0.051615,971.88
0.05165,965.52
0.051684,959.64
0.051718,947.16
0.051751,947.16
0.051784,947.64
0.051818,951.12
0.051851,947.64
0.051885,931.32
0.051918,913.2
0.051951,910.44
0.051985,910.44
0.052018,940.2
0.052052,940.8
0.052085,975
0.052118,975
0.052152,977.4
0.052186,966.72
0.052218,951.48
0.052252,951.48
0.052285,977.04
0.052319,986.16
0.052353,986.16
0.052385,979.92
0.052419,974.28
0.052453,974.28
0.052486,977.04
0.05252,977.04
0.052553,971.52
0.052586,967.2
0.05262,968.88
0.052653,968.88
0.052686,973.2
0.05272,973.2
0.052756,957.6
0.052785,941.04
0.052821,941.04
0.052853,948.12
0.052887,980.4
0.052921,984.48
0.052954,984.48
0.052987,976.08
0.05302,976.08
0.053054,1005
0.053088,1005
0.053121,994.08
0.053154,967.56
0.053188,954.84
0.053221,954.84
0.053255,982.68
0.053288,982.68
0.053321,963.84
0.053355,960.12
0.053388,963.84
0.053425,952.08
0.053455,954.72
0.053488,948.36
0.053522,954.72
0.053556,964.56
0.053589,964.56
0.053622,964.2
0.053655,946.56
0.053689,946.56
0.053723,993
0.053755,993
0.053789,957.48
0.053823,928.2
0.053856,928.2
0.053893,984.12
0.053921,991.92
0.053956,998.52
0.05399,991.92
0.054023,980.04
0.054057,945.36
0.05409,945.36
0.054123,945.72
0.054157,949.56
0.054191,945.72
0.054223,940.56
0.054257,940.56
0.05429,979.2
0.054324,979.2
0.054358,969.24
0.054511,957.48
0.054767,949.08
0.054881,924.24
0.054915,920.76
0.054947,920.76
0.054981,955.68
0.055015,955.68
0.055048,919.56
0.055082,919.56
0.055114,949.2
0.055148,984.24
0.055182,984.24
0.055215,981.36
0.055248,975.48
0.055282,934.32
0.055315,934.32
0.055349,948.84
0.055383,948.84
0.055415,922.44
0.055449,922.44
0.055481,921.12
0.055516,921.12
0.05555,893.28
0.055582,893.28
0.055616,955.08
0.05565,999
0.055683,1002.84
0.055716,999
0.055749,987.72
0.055783,967.92
0.055817,966.72
0.05585,967.92
0.055885,1013.28
0.055917,1013.28
0.05595,984.72
0.055986,967.32
0.056018,967.32
0.05605,986.16
0.056084,991.32
0.056117,991.32
0.056151,991.32
0.056184,1031.04
0.056217,1031.04
0.056251,1010.64
0.056285,1009.68
0.056318,1010.64
0.056351,1009.68
0.056385,1006.8
0.056418,1006.08
0.056452,1006.8
0.056484,1004.04
0.056518,1004.04
0.056552,988.68
0.056585,974.64
0.056617,966.36
0.056652,960.48
0.056685,941.28
0.056719,941.28
0.056752,948.72
0.056786,954.12
0.056819,960.96
0.056852,970.32
0.056886,970.32
0.05692,970.32
0.056952,967.68
0.056986,972.84
0.05702,985.92
0.057053,985.92
0.057087,995.76
0.057119,983.76
0.057153,975.36
0.057187,971.28
0.05722,961.68
0.057253,961.68
0.057287,983.64
0.05732,983.64
0.057354,974.4
0.057388,974.4
0.05742,974.52
0.057454,974.52
0.057487,971.4
0.057521,959.88
0.057555,952.32
0.057587,951.96
0.057621,951.96
0.057655,957
0.057688,960
0.057721,974.88
0.057753,974.88
0.057788,960.6
0.057822,954.12
0.057855,953.4
0.05789,944.76
0.057922,944.76
0.057955,953.28
0.057991,977.88
0.058021,982.32
0.058055,982.32
0.058089,970.32
0.058122,962.52
0.058156,945
0.058189,943.56
0.058222,943.56
0.058256,946.56
0.05829,951.36
0.058323,951.36
0.058356,948
0.05839,945.84
0.058423,943.44
0.058457,940.92
0.058489,943.44
0.058523,955.92
0.058557,955.92
0.05859,944.52
0.058624,940.56
0.058657,942.84
0.05869,942.84
0.058724,954.48
0.058757,954.6
0.058793,967.68
0.058824,967.92
0.058857,971.16
0.058895,973.44
0.058923,974.76
0.058957,977.88
0.058995,974.76
0.059023,974.88
0.059058,974.88
0.059094,980.64
0.059124,980.64
0.059158,973.56
0.059192,967.2
0.059225,952.56
0.059258,951.12
0.059292,944.76
0.059325,938.4
0.059359,938.4
0.059392,940.56
0.059425,958.68
0.059459,971.88
0.059492,988.08
0.059526,997.2
0.05956,997.2
0.059592,996.48
0.059626,988.08
0.059659,986.88
0.059693,983.76
0.059726,983.76
0.059759,983.64
0.059793,983.64
0.059827,996.12
0.05986,998.88
0.059893,1000.32
0.059927,1000.32
0.05996,990.96
0.059994,990.96
0.060025,996.6
0.06006,1018.8
0.060094,1018.8
0.060127,987.84
0.060161,973.08
0.060194,956.88
0.060227,955.32
0.060261,955.32
0.060295,953.64
0.060328,953.64
0.060361,960.48
0.060394,989.28
0.060428,990
0.060462,1001.88
0.060494,1017.48
0.060528,1023.36
0.060562,1031.52
0.060595,1031.52
0.060629,1014.48
0.060661,1014.48
0.060695,1027.32
0.060729,1027.32
0.060762,1027.44
0.060799,1027.08
0.060829,1027.08
0.060862,1024.32
0.060898,1013.64
0.06093,1013.4
0.060962,1013.4
0.060998,1011.72
0.061029,1011.36
0.061063,1009.44
0.061099,1000.8
0.061129,980.52
0.061166,951.84
0.061195,943.92
0.06123,943.2
0.061263,939.12
0.061297,934.32
0.06133,928.08
0.061364,927.84
0.061397,927.84
0.06143,932.04
0.061464,961.92
0.061497,965.76
0.061531,965.76
0.061565,911.28
0.061597,911.28
0.061631,932.16
0.061664,959.04
0.061698,963.24
0.061731,963.72
0.061764,963.72
0.061798,952.2
0.061832,952.2
0.061865,964.32
0.061898,964.32
0.061931,956.4
0.061965,956.4
0.061999,946.8
0.062032,936.12
0.062065,936.12
0.062099,951.48
0.062132,951.48
0.062166,946.68
0.062199,929.28
0.062232,929.28
0.062266,941.4
0.062302,948.24
0.06233,951.6
0.062366,951.6
0.062399,927.12
0.062433,927.12
0.062467,938.04
0.062499,952.44
0.062533,964.68
0.062567,976.32
0.0626,977.76
0.062634,977.76
0.062666,972.36
0.0627,967.68
0.062734,964.32
0.062767,964.32
0.062803,971.4
0.062834,971.4
0.062867,955.08
0.062903,942.36
0.062935,942.24
0.062967,942.24
0.063003,944.88
0.063034,944.88
0.063068,932.64
0.063104,924.24
0.063134,924.24
0.063168,941.76
0.063202,941.76
0.063235,923.4
0.063268,923.4
0.063302,945.84
0.063335,945.84
0.063369,920.4
0.063402,920.4
0.063438,949.08
0.063467,956.28
0.063502,960.24
0.063536,960.24
0.06357,957.48
0.063602,957.48
0.063636,965.52
0.063669,965.52
0.063703,969.84
0.063736,966.72
0.063769,967.92
0.063803,966.72
0.063837,962.4
0.06387,962.4
0.063903,959.28
0.063937,967.68
0.06397,967.68
0.064004,967.68
0.064036,951.36
0.06407,939.24
0.064104,939.24
0.064137,952.32
0.064171,966.96
0.064204,966.96
0.064237,965.4
0.064271,946.08
0.064305,946.08
0.064338,950.04
0.064371,950.04
0.064404,941.04
0.064438,912.96
0.064472,897.96
0.064504,894.96
0.064538,892.68
0.064572,892.08
0.064603,887.16
0.064639,874.32
0.064671,874.32
0.064705,874.32
0.064739,869.28
0.064772,853.08
0.064808,837.48
0.064839,832.44
0.064872,831.72
0.064908,825.96
0.06494,825.96
0.064972,861.96
0.065006,861.96
0.065039,854.28
0.065073,854.28
0.065107,857.52
0.065139,871.92
0.065173,889.44
0.065207,893.28
0.06524,906.84
0.065273,951.84
0.065307,951.84
0.06534,945.48
0.065374,938.88
0.065407,932.04
0.06544,927.12
0.065474,915
0.065507,915
0.065541,939.96
0.065575,944.04
0.065607,939.96
0.065641,937.68
0.065674,916.08
0.065708,916.08
0.065739,912.84
0.065774,912.84
0.065808,932.04
0.065842,932.4
0.065875,932.4
0.065908,932.4
0.065942,934.08
0.065975,934.08
0.066009,924.24
0.066041,917.28
0.066075,913.92
0.066109,913.92
0.066142,925.32
0.066176,930.48
0.066209,941.04
0.066242,956.28
0.066276,954.24
0.06631,954.24
0.066343,944.52
0.066376,915.12
0.066409,884.88
0.066443,860.88
0.066477,838.8
0.066509,786.12
0.066543,750.24
0.066577,719.64
0.06661,704.76
0.066644,695.16
0.066676,695.16
0.06671,695.16
0.066744,702.24
0.066777,702.24
0.066816,702.24
0.066842,759.12
0.066877,780.72
0.066911,811.92
0.066945,873.12
0.066977,897.12
0.067011,903.84
0.067044,930.72
0.067078,931.92
0.067112,937.92
0.067144,947.04
0.067178,948
0.067212,947.04
0.067245,947.04
0.067278,945.84
0.067312,937.2
0.067345,937.2
0.067379,943.08
0.067412,946.2
0.067445,951.48
0.067479,951.48
0.067512,951.48
0.067546,957
0.067579,957.96
0.067612,958.8
0.067646,958.8
0.067679,961.08
0.067713,961.08
0.067746,961.08
0.067779,954.36
0.067813,954.36
0.067847,954
0.06788,957
0.067913,954.12
0.067947,956.28
0.06798,956.28
0.068012,956.28
0.068046,957.24
0.06808,959.52
0.068114,959.52
0.068147,953.4
0.068181,952.92
0.068214,945.96
0.068247,935.88
0.068281,935.88
0.068315,935.88
0.068347,936.36
0.068381,936.36
0.068414,946.08
0.068448,946.08
0.068482,942.72
0.068514,942.72
0.068548,944.88
0.068582,956.76
0.068615,970.56
0.068649,971.28
0.068681,971.28
0.068715,969
0.068749,961.56
0.068782,956.4
0.068819,956.4
0.068849,968.28
0.068882,974.88
0.06892,974.88
0.068948,960.48
0.068982,960.48
0.069016,955.08
0.069049,945.24
0.069083,945.24
0.069117,947.88
0.069147,959.28
0.069183,959.28
0.069217,956.52
0.06925,953.88
0.069283,953.4
0.069317,952.8
0.06935,943.08
0.069384,937.56
0.069417,928.56
0.06945,924.48
0.069484,924.48
0.069517,927.96
0.069551,930
0.069584,927.96
0.069617,930.48
0.069651,927.72
0.069684,926.16
0.069718,926.16
0.069751,927.84
0.069784,930.48
0.069818,930.48
0.069852,931.56
0.069885,934.8
0.069918,934.8
0.069952,927.24
0.069985,927.24
0.070019,927.24
0.070051,927.24
0.070085,927.24
0.070119,928.44
0.070152,930.36
0.070186,928.44
0.070219,930.36
0.070252,931.56
0.070289,944.52
0.070318,947.52
0.070352,947.52
0.070386,953.52
0.070419,953.52
0.070453,948.48
0.070487,944.28
0.070519,934.32
0.070553,924.24
0.070587,924.24
0.07062,928.92
0.070654,930
0.070686,932.04
0.07072,932.04
0.070754,934.68
0.070787,935.88
0.070824,936.72
0.070854,936.96
0.070887,949.56
0.070923,949.56
0.070955,942.72
0.070987,942.72
0.071021,940.44
0.071054,940.44
0.071088,937.44
0.071122,937.44
0.071154,951.36
0.071188,956.64
0.071222,956.64
0.071255,958.8
0.071288,954.6
0.071322,954.6
0.071355,954.6
0.071389,953.76
0.071434,952.56
0.071467,949.32
0.0715,943.2
0.071533,943.2
0.071567,943.68
0.0716,943.68
0.071634,943.8
0.071679,954.84
0.071711,954.84
0.071745,937.56
0.071779,937.56
0.071812,934.32
0.071845,934.56
0.071878,926.88
0.071912,926.88
0.071946,926.88
0.071979,936.24
0.072012,936.24
0.072046,914.76
0.072079,900.84
0.072113,900.84
0.072147,910.68
0.072179,927.12
0.072213,927.12
0.072246,915.36
0.07228,915.36
0.072313,936.36
0.072346,942.24
0.07238,945.36
0.072414,945.36
0.072447,944.04
0.07248,944.04
0.072513,944.04
0.072547,942.36
0.072581,931.32
0.072612,930.24
0.072652,921.24
0.072679,912.72
0.072714,908.04
0.072753,906.36
0.072779,908.04
0.072814,914.52
0.072848,914.52
0.072881,913.68
0.072915,913.2
0.072948,913.2
0.072981,912
0.073015,914.64
0.073049,912
0.073081,907.08
0.073115,907.08
0.073149,912
0.073182,913.2
0.073216,912
0.073248,906.48
0.073282,906.48
0.073316,906.48
0.073349,907.68
0.073383,919.56
0.073416,919.56
0.073449,919.2
0.073483,918.36
0.073516,918.36
0.073549,918.12
0.073583,918.12
0.073616,911.28
0.073652,899.16
0.073684,899.16
0.073716,899.76
0.073748,902.76
0.073784,911.16
0.073817,911.16
0.07385,911.16
0.073883,914.88
0.073917,916.68
0.073951,921.24
0.073984,921.96
0.074017,924.36
0.074051,925.8
0.074084,925.92
0.074118,930.36
0.074152,930.36
0.074184,929.28
0.074218,920.28
0.074251,915.96
0.074285,915.36
0.074318,915.96
0.074351,917.64
0.074385,917.64
0.074419,907.92
0.074452,907.92
0.074485,911.04
0.074518,929.52
0.074552,929.52
0.074586,917.88
0.074618,917.88
0.074654,921.96
0.074686,934.32
0.074719,940.08
0.074755,942
0.074786,942.72
0.074819,942.72
0.074853,929.88
0.074885,927.6
0.07492,927.6
0.074953,928.56
0.074986,931.32
0.07502,936
0.075054,936
0.075086,936
0.07512,926.4
0.075154,925.44
0.075187,923.28
0.075221,925.44
0.075253,928.68
0.075287,928.68
0.075319,928.68
0.075354,925.8
0.075387,925.56
0.075421,920.4
0.075454,920.4
0.075488,931.8
0.075521,936.72
0.075554,936.72
0.075588,939.12
0.075621,939.12
0.075657,942.84
0.075689,942.84
0.075721,940.8
0.075755,940.8
0.075789,945.12
0.075822,945.96
0.075855,945.96
0.075888,940.8
0.075922,940.8
0.075956,951.12
0.075989,951.12
0.07602,942.36
0.076056,935.88
0.076089,931.2
0.076123,931.2
0.076157,942.96
0.076189,942.96
0.076223,937.8
0.076256,937.8
0.07629,935.76
0.076323,940.2
0.076356,936.72
0.07639,936.72
0.076424,936.72
0.076457,931.32
0.07649,942.36
0.076523,947.04
0.076557,948.72
0.076591,947.04
0.076623,946.32
0.076659,943.92
0.076691,938.88
0.076724,938.76
0.07676,933.96
0.076791,933.96
0.076824,923.4
0.076858,942.24
0.076891,947.52
0.076925,953.76
0.076958,947.52
0.076991,943.2
0.077025,923.88
0.077059,920.64
0.077091,920.64
0.077125,923.52
0.077157,926.52
0.077192,923.52
0.077226,919.2
0.077258,912.96
0.077292,919.2
0.077326,919.32
0.077359,919.32
0.077392,913.44
0.077426,911.52
0.077459,912.96
0.077493,901.32
0.077526,912.96
0.077559,915.24
0.077593,915.24
0.077626,915.96
0.077666,907.68
0.077691,907.68
0.077726,903.6
0.07776,903.6
0.077794,911.76
0.077827,922.32
0.07786,922.32
0.077893,916.32
0.077927,909.24
0.077961,909.24
0.077994,911.28
0.078027,914.64
0.078061,914.64
0.078094,912.24
0.078128,908.28
0.078162,908.28
0.078194,897.84
0.078228,899.76
0.078261,899.76
0.078298,909.84
0.078326,909.84
0.078361,909.84
0.078395,902.4
0.078429,902.4
0.078462,902.4
0.078495,904.56
0.078528,904.56
0.078562,896.64
0.078596,891.72
0.078628,891.72
0.078665,899.4
0.078696,899.4
0.078729,894.36
0.078765,892.44
0.078796,892.44
0.078829,895.92
0.078863,895.92
0.078896,893.28
0.07893,893.28
0.078963,891.48
0.078996,891.48
0.07903,898.32
0.079064,898.32
0.079096,890.76
0.07913,886.32
0.079164,886.32
0.079197,886.44
0.079231,886.44
0.079263,886.44
0.079297,902.52
0.079331,902.52
0.079364,884.4
0.079767,884.4
0.079802,888.24
0.07983,888.24
0.079865,892.8
0.079898,890.64
0.079932,890.64
0.079966,885.72
0.079999,884.88
0.080032,878.88
0.080066,878.16
0.080099,878.16
0.080133,880.56
0.080167,880.56
0.080199,864
0.080233,858.84
0.080266,858.84
0.0803,858.36
0.080333,858.12
0.080366,857.16
0.0804,857.16
0.080434,862.92
0.080467,869.4
0.0805,869.4
0.080533,869.4
0.080567,863.64
0.080601,849.84
0.080633,849.84
0.080669,869.04
0.080701,869.04
0.080734,878.28
0.08077,878.28
0.080801,878.28
0.080834,874.68
0.080868,874.68
0.080901,889.08
0.080938,903.48
0.080966,903.48
0.081001,892.8
0.081035,892.8
0.081069,903.48
0.081101,903.48
0.081135,879.12
0.081169,879.12
0.081202,893.88
0.081236,899.52
0.081268,893.88
0.081302,893.16
0.081336,893.16
0.081369,896.16
0.081402,905.52
0.081436,896.16
0.081469,886.44
0.081503,886.44
0.081536,901.56
0.081569,901.56
0.081603,884.88
0.081636,880.8
0.081672,880.8
0.081704,891.6
0.081736,898.08
0.08177,898.08
0.081804,883.08
0.081837,883.08
0.08187,889.8
0.081903,889.8
0.081937,878.28
0.081971,878.28
0.082004,878.28
0.082037,876.48
0.082071,869.4
0.082102,869.4
0.082138,906.6
0.082171,910.92
0.082204,914.76
0.082238,914.76
0.082271,944.28
0.082305,951.12
0.082338,951.12
0.082371,963.6
0.082405,965.76
0.082439,965.76
0.082472,950.28
0.082505,929.52
0.082538,901.92
0.082572,881.88
0.082606,879.24
0.082638,881.88
0.082676,887.76
0.082704,887.76
0.082739,889.8
0.082777,883.8
0.082804,899.64
0.082839,897.24
0.082873,897.24
0.082906,897.24
0.082939,896.88
0.082973,895.2
0.083006,895.2
0.08304,903.96
0.083074,913.56
0.083106,914.04
0.08314,928.8
0.083174,928.8
0.083207,925.08
0.083239,915
0.083273,911.28
0.083307,904.8
0.083341,892.68
0.083374,892.68
0.083407,884.88
0.083441,873.96
0.083474,873.96
0.083508,863.16
0.083541,863.52
0.083574,863.52
0.083608,891.24
0.083641,891.24
0.083677,900.12
0.083709,891
0.083741,891
0.083775,891
0.083809,884.76
0.083842,882
0.083875,879.36
0.083908,869.52
0.083942,879.36
0.083976,889.68
0.084009,894.72
0.084042,898.2
0.084076,902.28
0.084109,898.44
0.084143,898.44
0.084176,897.96
0.084209,892.32
0.084243,892.32
0.084276,908.4
0.08431,908.4
0.084343,923.28
0.084375,922.92
0.08441,931.56
0.084444,941.04
0.084477,941.04
0.08451,934.56
0.084543,934.32
0.084577,930.12
0.084611,928.92
0.084643,920.52
0.084679,925.56
0.084711,918.96
0.084744,877.56
0.08478,873
0.084811,873
0.084844,855.12
0.084878,850.8
0.084911,850.8
0.084944,857.4
0.084978,874.56
0.085011,879.36
0.085045,881.4
0.085079,890.88
0.085111,901.68
0.085145,911.04
0.085179,907.08
0.085212,917.28
0.085246,913.44
0.085278,917.28
0.085312,913.44
0.085346,896.64
0.085379,887.88
0.085412,873.12
0.085446,862.8
0.085479,862.8
0.085511,867.96
0.085546,889.32
0.085579,889.32
0.085613,889.32
0.085646,908.88
0.085682,909.72
0.085714,908.88
0.085746,899.64
0.08578,899.64
0.085814,899.64
0.085847,877.8
0.08588,877.8
0.085914,890.4
0.085947,890.4
0.085981,883.8
0.086014,883.8
0.086047,886.44
0.086081,886.56
0.086114,896.04
0.086148,904.56
0.086181,904.8
0.086214,904.8
0.086248,923.4
0.086281,923.4
0.086315,911.16
0.086348,909.36
0.086381,906
0.086415,906
0.086449,887.4
0.086482,900
0.086515,896.52
0.086548,899.16
0.086582,896.52
0.086616,885.48
0.086646,885.48
0.086682,902.52
0.086716,906
0.086749,902.52
0.086783,908.88
0.086815,912
0.086849,917.16
0.086883,923.88
0.086916,928.2
0.086949,928.2
0.086983,928.2
0.087016,927.96
0.08705,927.96
0.087084,927.96
0.087116,927.12
0.08715,927.12
0.087184,929.64
0.087217,929.64
0.087251,915.96
0.087283,915.96
0.087317,919.44
0.087351,919.44
0.087384,919.44
0.087417,916.44
0.087451,915.6
0.087484,900.36
0.087518,903
0.087551,903
0.087592,903
0.087629,883.32
0.087662,874.56
0.087696,868.56
0.087729,858.48
0.087763,858.48
0.087799,869.88
0.087828,893.88
0.087863,893.88
0.087897,888
0.087929,888
0.087963,892.32
0.087997,902.52
0.08803,902.52
0.088064,893.88
0.088096,893.4
0.08813,893.4
0.088164,893.4
0.088197,892.8
0.088231,891.6
0.088264,891.6
0.088297,891.6
0.088331,892.8
0.088365,892.8
0.088397,892.44
0.088431,892.44
0.088464,891.12
0.0885,892.44
0.088532,891.12
0.088564,890.88
0.088598,890.88
0.088632,892.08
0.088665,892.08
0.088698,883.56
0.088731,883.56
0.088765,887.16
0.088799,890.28
0.088832,890.28
0.088865,889.44
0.088899,889.44
0.088946,892.44
0.088975,909
0.089011,925.92
0.089044,931.68
0.089077,935.16
0.08911,950.28
0.089144,950.28
0.089178,951.36
0.08921,951.36
0.089244,952.8
0.089277,954.48
0.089311,959.16
0.089345,961.92
0.089377,959.16
0.089411,953.76
0.089445,950.04
0.089478,950.04
0.089512,961.2
0.089545,961.2
0.089578,960.24
0.089612,953.04
0.089645,925.2
0.089678,920.16
0.089712,908.88
0.089745,908.88
0.089779,910.44
0.089813,915.24
0.089845,915.24
0.089879,923.52
0.089913,923.76
0.089946,923.52
0.089979,918.48
0.090012,905.4
0.090046,895.32
